last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Patton, Spencer,607359,TEX,FF,4-Seamer,-0.1,0,392,55.6,88,0.224,0.382,0.319,26.5,27.3,21.4,0.214,0.373,0.311,32.7
Hernandez, Elieser,622694,MIA,SL,Slider,-1.4,-4,282,34.5,88,0.185,0.395,0.284,32.7,34.1,29.7,0.182,0.34,0.256,23.1
Peterson, David,656849,NYM,SIFT,Sinker,1.5,5,332,29.6,88,0.274,0.507,0.398,17.2,18.2,19.3,0.306,0.499,0.405,52.6
Andriese, Matt,542882,SEA,CH,Changeup,1.6,5,290,33.9,88,0.305,0.366,0.33,25.2,25,20.4,0.275,0.35,0.298,42.6
Anderson, Ian,666120,ATL,CUKC,Curveball,0.3,1,460,21.1,88,0.268,0.415,0.338,35.9,23.9,17.9,0.271,0.414,0.313,46.8
Misiewicz, Anthony,664948,SEA,FF,4-Seamer,-1,-3,316,35.3,88,0.286,0.405,0.318,25.6,29.5,23.9,0.235,0.411,0.292,50
McGowin, Kyle,641851,WSH,SL,Slider,0.2,1,355,68.7,88,0.169,0.386,0.268,31,30.7,23.5,0.187,0.34,0.249,33.9
Eflin, Zach,621107,PHI,SL,Slider,0.1,1,395,24.5,88,0.321,0.607,0.398,28.5,25,21.8,0.216,0.355,0.256,33.3
Gonzales, Marco,594835,SEA,FC,Cutter,0.1,0,327,14.1,88,0.291,0.494,0.372,15.7,13.6,12.4,0.274,0.516,0.372,32.8
Kowar, Jackson,663804,KC,FF,4-Seamer,2.4,8,349,55.3,87,0.37,0.575,0.438,15.2,11.5,15.9,0.339,0.567,0.43,55.4
Maton, Phil,664208,HOU,CUKC,Curveball,0.8,2,286,24.4,87,0.237,0.362,0.294,40.1,35.6,23.7,0.204,0.295,0.253,24.5
Valdez, Phillips,570488,BOS,CH,Changeup,1.2,4,336,49.1,87,0.266,0.38,0.324,30.6,29.9,24.5,0.234,0.365,0.285,32.7
Wilson, Justin,458677,CIN,FF,4-Seamer,2.3,8,353,58.4,87,0.288,0.575,0.422,25.3,25.3,20.6,0.271,0.515,0.392,43.1
Chacín, Jhoulys,468504,COL,CUKC,Curveball,1,4,379,35.4,87,0.225,0.512,0.342,26.7,31,20,0.219,0.385,0.293,26.4
Allard, Kolby,663465,TEX,CH,Changeup,1.3,4,346,16.8,87,0.284,0.432,0.33,24.8,12.6,14.7,0.281,0.457,0.349,31.9
Okert, Steven,595345,MIA,SL,Slider,-2.2,-8,358,59.6,86,0.141,0.269,0.206,36.8,36,25,0.111,0.22,0.179,18.4
Parker, Blake,453284,CLE,FF,4-Seamer,-0.8,-3,330,46.3,86,0.316,0.5,0.385,14.7,11.6,13.7,0.275,0.468,0.344,42.6
Fairbanks, Pete,664126,TB,FF,4-Seamer,-1.1,-5,446,57.6,86,0.2,0.28,0.274,31.3,27.9,19.5,0.188,0.318,0.274,30.8
Quantrill, Cal,615698,CLE,CH,Changeup,0.1,0,321,13.6,86,0.247,0.346,0.278,20.9,11.6,9.3,0.245,0.354,0.279,29.2
Kimbrel, Craig,518886,CWS,CUKC,Curveball,-3.1,-12,401,39.8,86,0.111,0.111,0.151,59.3,52.3,33.6,0.134,0.173,0.182,22.2
Floro, Dylan,571670,MIA,FF,4-Seamer,-1.3,-4,328,30.5,86,0.145,0.158,0.201,34.1,44.2,22.5,0.16,0.202,0.221,23.7
Kikuchi, Yusei,579328,SEA,CH,Changeup,-1.5,-4,269,10.5,86,0.176,0.282,0.197,39.6,40.7,24,0.175,0.256,0.194,31.4
Berríos, José,621244,TOR,CH,Changeup,-1,-4,402,13.2,85,0.152,0.266,0.217,27.9,23.5,19,0.208,0.335,0.264,36.7
Sborz, Josh,622250,TEX,SL,Slider,-0.6,-2,317,29.4,85,0.213,0.4,0.325,44.3,31.8,23.3,0.2,0.355,0.283,34.7
Armstrong, Shawn,542888,TB,FF,4-Seamer,0,0,379,55.3,85,0.203,0.365,0.302,32.8,31.8,21.6,0.188,0.375,0.288,41.7
McKenzie, Triston,663474,CLE,SL,Slider,-0.1,-1,378,19.1,85,0.132,0.289,0.232,44.2,30.6,23,0.222,0.429,0.319,38
Weathers, Ryan,677960,SD,SIFT,Sinker,1,3,304,18.8,85,0.257,0.432,0.343,13.4,9.4,9.8,0.335,0.586,0.427,43.3
Carrasco, Carlos,471911,NYM,FF,4-Seamer,0.3,1,351,39.5,85,0.297,0.622,0.409,21.9,17.6,19,0.254,0.509,0.358,45.9
Machado, Andres,600921,WSH,FF,4-Seamer,0.1,0,349,55.7,85,0.23,0.432,0.337,22.5,22.4,16.4,0.229,0.426,0.328,42.9
Faria, Jake,607188,ARI,FF,4-Seamer,3.3,12,358,56,85,0.397,0.726,0.505,15.5,14.1,13.6,0.305,0.603,0.421,56.5
Rogers, Josh,642028,WSH,FF,4-Seamer,-0.4,-1,274,51.4,84,0.27,0.473,0.358,13.5,13.1,21.2,0.285,0.519,0.378,46.9
Montgomery, Jordan,656756,NYY,FF,4-Seamer,-0.2,-1,417,16.2,84,0.247,0.455,0.331,19,25,13.1,0.253,0.461,0.335,50
Treinen, Blake,595014,LAD,SIFT,Sinker,-1.2,-4,300,27.4,84,0.316,0.443,0.374,14.8,4.8,11.8,0.305,0.399,0.332,33.3
Clase, Emmanuel,661403,CLE,SL,Slider,-2.8,-9,315,29.8,84,0.11,0.134,0.153,40.5,38.1,23.9,0.134,0.164,0.152,24
Glasnow, Tyler,607192,TB,CUKC,Curveball,-2.5,-5,183,13.7,84,0.083,0.119,0.107,55.6,69,37.2,0.08,0.105,0.088,38.5
Hentges, Sam,656529,CLE,CUKC,Curveball,-0.3,-1,314,24.9,84,0.158,0.211,0.223,32.8,48.8,28.5,0.17,0.255,0.232,34.3
Pagán, Emilio,641941,SD,FC,Cutter,0.8,3,414,37.7,84,0.232,0.463,0.301,34.7,22.6,13.5,0.212,0.37,0.258,27
González, Victor,624647,LAD,SIFT,Sinker,-1.1,-3,308,55.3,84,0.261,0.362,0.348,16.9,11.9,21.7,0.285,0.374,0.361,28.8
Smith, Caleb,592761,ARI,CH,Changeup,-1,-3,304,14.7,84,0.227,0.36,0.311,37.1,20.2,18.7,0.225,0.33,0.289,12.1
Alexander, Tyler,641302,DET,SIFT,Sinker,0.4,1,338,20.6,84,0.324,0.608,0.441,14.5,11.9,15.6,0.295,0.557,0.399,51.6
Matz, Steven,571927,TOR,CUKC,Curveball,1.3,5,425,16.6,83,0.256,0.41,0.313,31.4,33.7,21.4,0.22,0.32,0.255,35.3
McKenzie, Triston,663474,CLE,CUKC,Curveball,-0.9,-3,356,18,83,0.114,0.127,0.136,44.4,53,29.9,0.128,0.175,0.159,34.3
Quantrill, Cal,615698,CLE,FF,4-Seamer,0.7,2,342,14.5,83,0.281,0.531,0.422,19,19.3,13.8,0.232,0.412,0.364,44.9
Happ, J.A.,457918,STL,SL,Slider,2.3,9,404,15.1,83,0.296,0.568,0.369,22.8,16.9,9.6,0.287,0.55,0.356,54.4
Minaya, Juan,573668,MIN,FF,4-Seamer,0.2,1,339,51.4,83,0.25,0.438,0.378,19.9,25.3,25.6,0.2,0.381,0.339,44.4
Romano, Sal,607219,NYY,SIFT,Sinker,1.5,4,267,61.1,83,0.293,0.467,0.384,12.7,14.5,22.6,0.28,0.478,0.359,39.7
Treinen, Blake,595014,LAD,FC,Cutter,-3,-10,328,30,83,0.176,0.294,0.292,22.2,16.9,21.2,0.175,0.286,0.288,33.3
Suárez, Ranger,624133,PHI,FF,4-Seamer,-2.3,-8,363,22.5,83,0.176,0.216,0.24,22.9,14.5,11.7,0.208,0.267,0.26,25.8
Manning, Matt,666159,DET,SIFT,Sinker,0.2,1,275,19.4,83,0.274,0.479,0.367,13.5,10.8,12.7,0.271,0.44,0.351,42.2
Sims, Lucas,608371,CIN,FF,4-Seamer,-0.1,0,336,41.2,83,0.151,0.356,0.261,26.3,39.8,24.4,0.153,0.357,0.262,34.1
Alexander, Tyler,641302,DET,CH,Changeup,0.1,0,301,18.4,83,0.305,0.415,0.33,26.5,22.9,19.6,0.278,0.387,0.294,42.9
Sandoval, Patrick,663776,LAA,FF,4-Seamer,0.1,0,351,24.3,83,0.282,0.451,0.378,17.6,9.6,11.1,0.282,0.483,0.38,34.4
Peacock, Matt,676840,ARI,SL,Slider,0.8,3,324,24.5,83,0.228,0.405,0.29,38.4,32.5,18.6,0.175,0.251,0.21,25
Rogers, Taylor,573124,MIN,SL,Slider,-1.4,-5,347,54,83,0.256,0.346,0.267,38.8,41,26.4,0.186,0.251,0.203,27.7
Suarez, José,660761,LAA,CUKC,Curveball,0.1,0,391,23.7,83,0.25,0.389,0.327,27.1,24.1,19.8,0.223,0.335,0.29,33.3
Quijada, José,650671,LAA,FF,4-Seamer,-1.6,-6,366,73.3,83,0.176,0.25,0.278,34.7,39.8,25,0.186,0.257,0.284,45.7
Givens, Mychal,571710,CIN,CH,Changeup,-1.8,-6,330,37.8,83,0.129,0.229,0.251,25,20.5,20,0.213,0.327,0.301,20.4
López, Reynaldo,625643,CWS,SL,Slider,0.8,2,317,33.8,82,0.234,0.468,0.327,30.4,25.6,17.5,0.244,0.402,0.301,33.3
Megill, Tylor,656731,NYM,SL,Slider,-0.4,-1,288,18.5,82,0.241,0.342,0.27,31.5,32.9,21.8,0.176,0.302,0.222,30.8
Morgan, Eli,669212,CLE,SL,Slider,1.6,5,332,23.5,82,0.28,0.533,0.375,30.9,23.2,19.8,0.257,0.484,0.346,35.7
Mantiply, Joe,573009,ARI,SIFT,Sinker,2.4,7,274,44.1,82,0.347,0.542,0.441,16.1,17.1,28,0.289,0.459,0.355,41.7
Germán, Domingo,593334,NYY,SIFT,Sinker,0.6,1,234,14.8,82,0.325,0.487,0.362,20,14.6,16.9,0.294,0.435,0.324,42
Thielbar, Caleb,573204,MIN,SL,Slider,-0.7,-3,380,34.4,82,0.169,0.296,0.251,25.8,23.2,16,0.219,0.344,0.289,13
Rogers, Taylor,573124,MIN,SIFT,Sinker,0.2,1,295,46,81,0.237,0.395,0.314,15.5,30.9,25.8,0.24,0.394,0.292,44.2
Rodríguez, Joely,570257,NYY,CH,Changeup,-2,-6,286,36.9,81,0.208,0.273,0.231,40.9,32.1,22.8,0.204,0.297,0.233,40.7
Cousins, Jake,664776,MIL,SL,Slider,-2.9,-9,325,61,81,0.101,0.145,0.189,51.9,43.2,32.4,0.147,0.236,0.237,40
Diplán, Marcos,650959,BAL,FF,4-Seamer,0.8,3,319,62.3,81,0.235,0.441,0.356,24.7,22.2,19.1,0.234,0.443,0.343,49
Wheeler, Zack,554430,PHI,CUKC,Curveball,-0.8,-3,342,10.7,81,0.147,0.307,0.222,42.5,46.9,27.7,0.156,0.318,0.228,31.6
Kluber, Corey,446372,NYY,FC,Cutter,-1.3,-5,364,27.2,81,0.284,0.403,0.359,26,7.4,9.8,0.246,0.358,0.327,32.3
Oviedo, Luis,665854,PIT,FF,4-Seamer,3.6,11,293,50.5,81,0.365,0.651,0.485,14,8.6,13.5,0.363,0.679,0.487,50
Graterol, Brusdar,660813,LAD,SIFT,Sinker,-0.8,-3,309,59.1,81,0.289,0.447,0.356,13.9,16,17.1,0.276,0.384,0.315,34.9
Civale, Aaron,650644,CLE,CUKC,Curveball,-1.7,-5,309,16.2,80,0.184,0.276,0.206,34.3,28.7,23.2,0.213,0.306,0.233,25.5
Colomé, Alex,517008,MIN,FF,4-Seamer,1.1,3,325,29.5,80,0.371,0.532,0.473,12,10,11.6,0.358,0.624,0.481,53.7
Means, John,607644,BAL,CUKC,Curveball,-1.5,-6,383,16.5,80,0.165,0.241,0.2,24.5,35,20.4,0.198,0.271,0.227,25.5
Hendricks, Kyle,543294,CHC,CUKC,Curveball,0.1,0,329,11.7,80,0.221,0.455,0.299,21.3,22.5,14.5,0.31,0.508,0.364,37.3
Martínez, Carlos,593372,STL,SL,Slider,1.2,4,292,22.8,80,0.186,0.3,0.266,28.1,31.3,20.8,0.234,0.469,0.343,46.8
Richards, Trevor,670950,TOR,CH,Changeup,1.4,4,313,29.5,80,0.194,0.472,0.319,50,50,29.6,0.182,0.336,0.267,43.8
Ottavino, Adam,493603,BOS,SIFT,Sinker,1,3,315,27.5,80,0.317,0.413,0.395,20.8,25,21.1,0.252,0.36,0.345,39.1
Bundy, Dylan,605164,LAA,SIFT,Sinker,2.1,5,263,17.3,80,0.275,0.609,0.434,11.8,8.8,13.2,0.292,0.556,0.4,39.7
Quintana, José,500779,SF,CUKC,Curveball,2.3,8,332,26.8,80,0.29,0.464,0.375,37.6,27.5,21.2,0.25,0.393,0.34,47.9
Boyd, Matthew,571510,DET,SL,Slider,0.7,2,285,22.4,80,0.25,0.458,0.343,24.3,30,18.9,0.214,0.393,0.294,30.6
Gray, Sonny,543243,CIN,SL,Slider,1,3,347,15.6,80,0.164,0.288,0.259,40,37.5,19.5,0.136,0.179,0.187,9.3
Boyd, Matthew,571510,DET,CH,Changeup,-0.7,-2,286,22.5,80,0.247,0.351,0.302,29.9,16.3,15.5,0.304,0.436,0.332,32.8
García, Yimi,554340,HOU,SL,Slider,-1,-3,281,29.8,80,0.25,0.389,0.304,27.9,22.5,20.5,0.227,0.41,0.3,35.7
Cimber, Adam,643256,TOR,SL,Slider,-0.8,-3,328,32.1,80,0.2,0.32,0.244,23,17.5,15.7,0.256,0.398,0.297,30.6
Chafin, Andrew,605177,OAK,SL,Slider,-2.4,-6,250,26.4,80,0.092,0.224,0.141,54.6,55,32.6,0.107,0.243,0.175,32.4
Alcala, Jorge,660896,MIN,FF,4-Seamer,-0.4,-1,318,36.6,79,0.229,0.457,0.322,26.4,21.5,18.7,0.244,0.502,0.344,43.6
Tapia, Domingo,593619,KC,SIFT,Sinker,-1.5,-4,302,58.1,79,0.216,0.297,0.257,16.4,11.4,17,0.251,0.325,0.279,38.5
Sale, Chris,519242,BOS,FF,4-Seamer,-0.2,-1,352,47.8,79,0.254,0.437,0.335,27.5,32.9,22.2,0.216,0.355,0.289,46.7
Robles, Hansel,570663,BOS,CH,Changeup,-0.3,-1,352,29.7,79,0.181,0.361,0.281,22.8,21.5,18.5,0.248,0.45,0.332,32.7
Diaz, Miguel,622766,SD,FF,4-Seamer,-0.6,-2,321,46.2,79,0.224,0.463,0.351,16.9,25.3,25,0.277,0.497,0.384,51.1
Swanson, Erik,657024,SEA,FF,4-Seamer,-0.5,-2,338,59.9,79,0.25,0.5,0.352,27.2,22.8,18,0.23,0.447,0.312,38.2
Anderson, Chase,502624,PHI,CH,Changeup,-1.1,-3,250,29.3,79,0.197,0.296,0.26,27,20.3,17.2,0.198,0.274,0.25,25
Gilbert, Tyler,656457,ARI,FC,Cutter,-1.4,-4,271,45.2,79,0.2,0.371,0.294,17.9,13.9,11,0.242,0.412,0.327,32.2
Akin, Keegan,669211,BAL,SL,Slider,3.6,12,344,19.5,79,0.347,0.611,0.43,21.9,16.5,11.5,0.307,0.495,0.371,48.3
Baragar, Caleb,670056,SF,FF,4-Seamer,-1.1,-3,290,81,79,0.269,0.403,0.334,20.8,13.9,14.9,0.241,0.445,0.337,43.1
Alexander, Tyler,641302,DET,FF,4-Seamer,0,0,247,15.1,79,0.257,0.432,0.332,16.9,19,16.1,0.252,0.524,0.348,44.1
Farmer, Buck,571656,DET,FF,4-Seamer,1.5,5,346,47.7,79,0.323,0.6,0.437,20,20.3,15.2,0.27,0.515,0.388,52
Thornton, Trent,663423,TOR,FF,4-Seamer,0.4,1,353,38.8,79,0.277,0.523,0.41,18.5,20.3,13.8,0.258,0.523,0.405,56
Sampson, Adrian,592716,CHC,SIFT,Sinker,-0.4,-1,308,55.6,79,0.243,0.529,0.377,11.4,13.9,19,0.251,0.524,0.367,45.8
Bassitt, Chris,605135,OAK,SL,Slider,-1.5,-4,241,10.1,78,0.153,0.278,0.222,38.7,41,27.1,0.128,0.198,0.183,12.5
Rodríguez, Joely,570257,NYY,SIFT,Sinker,1.1,4,312,40.3,78,0.353,0.426,0.404,21.9,15.4,20,0.284,0.344,0.335,29.8
Gibson, Kyle,502043,PHI,FC,Cutter,-1.5,-6,428,14.9,78,0.225,0.338,0.279,25.1,16.7,21.3,0.218,0.401,0.296,25.4
Iglesias, Raisel,628452,LAA,CH,Changeup,-1.9,-5,261,24.6,78,0.176,0.311,0.233,48.8,37.2,32.6,0.173,0.289,0.224,26.7
Bielak, Brandon,656232,HOU,FF,4-Seamer,-0.2,-1,335,40.1,78,0.295,0.393,0.37,23.8,17.9,13.6,0.26,0.395,0.353,50
Detwiler, Ross,446321,SD,FC,Cutter,0,0,326,36.7,78,0.159,0.319,0.27,24.4,29.5,22.8,0.192,0.34,0.282,32.6
Castro, Miguel,612434,NYM,CH,Changeup,-0.4,-1,270,22,78,0.188,0.275,0.271,33.6,23.1,17.6,0.173,0.278,0.253,23.5
Norris, Daniel,596057,MIL,CH,Changeup,1.4,4,295,29.8,78,0.222,0.375,0.289,34.3,32.1,24.3,0.192,0.283,0.242,42.6
Jackson, Luke,592426,ATL,FF,4-Seamer,0.5,2,376,35.6,78,0.27,0.492,0.383,22.2,21.8,15.5,0.299,0.63,0.44,62.5
Pérez, Cionel,672335,CIN,FF,4-Seamer,0.3,1,292,64.3,78,0.262,0.41,0.37,26.4,20.5,26.7,0.242,0.378,0.352,45.7
Burr, Ryan,621114,CWS,FF,4-Seamer,0.4,1,298,50.3,78,0.237,0.407,0.37,16,16.7,19.1,0.239,0.368,0.364,56.3
López, Jorge,605347,BAL,CH,Changeup,2.3,7,298,13.8,78,0.319,0.478,0.376,28,23.1,18,0.285,0.437,0.348,36.5
Taylor, Josh,657031,BOS,FF,4-Seamer,1.3,4,292,36.9,77,0.339,0.468,0.419,21.3,19.5,20,0.342,0.544,0.44,44.7
Detwiler, Ross,446321,SD,FF,4-Seamer,0,0,303,34.1,77,0.235,0.574,0.371,23.2,35.1,29,0.21,0.473,0.339,48.8
Strickland, Hunter,519326,MIL,SL,Slider,-1.3,-5,400,40.8,77,0.197,0.38,0.279,37.7,32.5,20.8,0.197,0.403,0.286,32.6
Peterson, David,656849,NYM,FF,4-Seamer,-0.7,-2,326,29.1,77,0.221,0.382,0.304,23.1,26,26.7,0.253,0.464,0.344,40.8
Stripling, Ross,548389,TOR,CH,Changeup,-2.2,-6,258,15.3,77,0.125,0.25,0.193,33.6,28.6,20.4,0.214,0.347,0.269,30
Crochet, Garrett,676979,CWS,SL,Slider,-2.6,-7,255,27.9,77,0.141,0.169,0.171,44.8,53.2,33.1,0.126,0.192,0.173,32.3
Minaya, Juan,573668,MIN,CH,Changeup,-2.4,-7,296,44.9,77,0.125,0.222,0.219,31.4,26,18.5,0.18,0.276,0.23,38.5
Harvey, Matt,518774,BAL,CH,Changeup,-2.6,-7,266,11.9,77,0.203,0.284,0.242,12.9,3.9,5.3,0.246,0.339,0.269,36.6
Stephenson, Robert,596112,COL,CUKC,Curveball,-1.4,-4,286,37.3,77,0.132,0.221,0.227,36.9,41.6,32,0.142,0.247,0.227,27
Chafin, Andrew,605177,OAK,FF,4-Seamer,-2.9,-8,267,28.2,77,0.176,0.25,0.245,10.7,14.3,18,0.226,0.351,0.301,40.4
Brentz, Jake,641394,KC,SL,Slider,0.5,1,308,27.8,77,0.191,0.397,0.303,43.2,36.4,24.8,0.219,0.406,0.322,39
Neidert, Nick,663734,MIA,FF,4-Seamer,1.6,5,281,47,77,0.323,0.484,0.408,12.3,9.1,8.4,0.327,0.521,0.423,44.6
Santillan, Tony,663574,CIN,SL,Slider,-2.2,-8,354,46.5,77,0.182,0.258,0.266,47.4,44.2,34.3,0.171,0.263,0.249,33.3
Scherzer, Max,453286,LAD,FC,Cutter,0.1,0,256,9.1,77,0.236,0.486,0.329,27,40.3,30.7,0.259,0.495,0.341,43.9
Payamps, Joel,606303,KC,FF,4-Seamer,-1.7,-6,338,40.9,76,0.214,0.357,0.292,25,26.3,15.6,0.196,0.312,0.254,32
Workman, Brandon,519443,BOS,CUKC,Curveball,2.9,8,262,50.9,76,0.279,0.412,0.364,24,19.7,19,0.331,0.52,0.399,49.1
Smith, Joe,501925,SEA,SIFT,Sinker,-1.8,-5,257,39.5,76,0.301,0.411,0.321,22.6,18.4,21.5,0.269,0.418,0.307,43.3
Kuhl, Chad,641771,PIT,FF,4-Seamer,1.7,7,386,26.9,76,0.333,0.587,0.445,14.6,11.8,12.3,0.272,0.487,0.385,40.7
Misiewicz, Anthony,664948,SEA,FC,Cutter,1.2,4,297,33.2,76,0.338,0.529,0.416,21.3,7.9,8.2,0.334,0.522,0.392,44.4
Vest, Will,676684,SEA,FF,4-Seamer,-0.5,-2,345,56.8,76,0.242,0.371,0.33,21.3,17.1,16.7,0.265,0.38,0.34,41.2
Long, Sammy,669674,SF,FF,4-Seamer,-0.5,-2,309,42.2,76,0.25,0.484,0.374,14.2,15.8,15.2,0.26,0.472,0.37,54.7
Reyes, Alex,621052,STL,SIFT,Sinker,0.2,1,296,23.7,76,0.233,0.333,0.342,16,6.6,18.5,0.282,0.401,0.379,30.9
Jansen, Kenley,445276,LAD,SIFT,Sinker,-2,-6,285,26.6,76,0.147,0.221,0.216,32.4,38.2,29.6,0.158,0.218,0.22,28.2
Springs, Jeffrey,605488,TB,FF,4-Seamer,-0.3,-1,315,41.9,76,0.206,0.397,0.296,39.3,47.4,34,0.137,0.241,0.21,36.4
Urquidy, José,664353,HOU,SL,Slider,1.6,5,318,19.5,76,0.205,0.493,0.301,33.8,30.3,20.7,0.206,0.384,0.262,23.5
Holmes, Clay,605280,NYY,SL,Slider,-0.4,-1,310,27.6,76,0.178,0.26,0.225,37.8,35.5,23.9,0.18,0.244,0.209,25.5
Funkhouser, Kyle,608335,DET,FF,4-Seamer,-1.9,-5,259,21.8,76,0.149,0.194,0.206,26.5,36.8,20.9,0.17,0.263,0.236,42.5
Funkhouser, Kyle,608335,DET,SL,Slider,-1.3,-5,359,30.2,76,0.215,0.323,0.291,44.4,23.7,19.6,0.223,0.335,0.305,35.4
Sheffield, Jordan,642068,COL,FF,4-Seamer,-0.9,-3,294,64.5,76,0.177,0.29,0.284,16,11.8,14.1,0.236,0.415,0.349,42.6
Shoemaker, Matt,533167,MIN,SL,Slider,2.2,6,261,24.5,76,0.238,0.492,0.337,23.6,11.8,12.7,0.238,0.514,0.357,39
Underwood Jr., Duane,621249,PIT,CUKC,Curveball,1.1,3,293,24.9,76,0.25,0.375,0.292,26.8,25,21.1,0.277,0.438,0.326,52.8
Parker, Blake,453284,CLE,FS,Splitter,-0.2,0,248,34.8,76,0.232,0.319,0.282,36.3,34.2,20.3,0.222,0.307,0.272,16.3
Thompson, Keegan,624522,CHC,FC,Cutter,1.9,5,263,27.2,76,0.231,0.492,0.396,26.9,22.4,21,0.232,0.458,0.35,41.7
Wainwright, Adam,425794,STL,FF,4-Seamer,2.3,7,290,9.5,75,0.257,0.5,0.345,12.1,30.7,16.8,0.262,0.483,0.34,57.4
Lowther, Zac,675912,BAL,FF,4-Seamer,1.2,4,309,54.1,75,0.338,0.569,0.442,19.1,18.7,14.9,0.318,0.687,0.458,52.9
Montero, Rafael,606160,HOU,FF,4-Seamer,2,6,311,35.7,75,0.27,0.429,0.355,26.9,22.7,15.3,0.212,0.344,0.303,31.9
Gutierrez, Vladimir,661269,CIN,CUKC,Curveball,0.1,0,328,17.9,75,0.262,0.492,0.377,23.7,20,16.1,0.244,0.401,0.327,33.3
Webb, Jacob,657097,ATL,FF,4-Seamer,2,5,253,44.5,75,0.288,0.47,0.361,22,22.7,23,0.278,0.514,0.367,44
Lauer, Eric,641778,MIL,SL,Slider,-2.9,-7,236,12.1,75,0.119,0.209,0.199,27.8,30.7,25.3,0.192,0.289,0.259,29.5
Bauer, Trevor,545333,LAD,FC,Cutter,0.5,2,386,21.6,75,0.284,0.582,0.425,32.4,22.7,23.9,0.207,0.38,0.294,32.7
Minter, A.J.,621345,ATL,FF,4-Seamer,0.3,1,372,42.5,75,0.242,0.371,0.329,30.3,30.7,20.7,0.233,0.316,0.309,37.5
Fried, Max,608331,ATL,SIFT,Sinker,0.7,2,291,11.4,75,0.268,0.465,0.345,21.3,14.7,25,0.249,0.4,0.3,41.7
Bubic, Kris,663460,KC,CUKC,Curveball,2.4,9,379,17.2,75,0.338,0.549,0.397,20.1,10.7,8.9,0.274,0.469,0.338,38.1
Bauer, Trevor,545333,LAD,SL,Slider,-2.1,-7,332,18.6,75,0.114,0.243,0.186,41.2,37.3,22,0.132,0.26,0.201,26.2
Knehr, Reiss,663753,SD,FF,4-Seamer,-2.2,-6,280,54.6,75,0.167,0.3,0.279,21.1,20,19.7,0.227,0.434,0.348,44.7
Williams, Trevor,592866,NYM,SL,Slider,2.2,7,317,20.6,75,0.282,0.394,0.33,39,30.7,17.2,0.271,0.414,0.307,38.8
McCullers Jr., Lance,621121,HOU,CH,Changeup,0.6,2,383,13.7,75,0.183,0.282,0.239,38.5,32,24,0.203,0.272,0.233,29.8
Ober, Bailey,641927,MIN,SL,Slider,2.6,7,272,18.4,74,0.264,0.542,0.394,27.5,23,18.7,0.255,0.447,0.318,38.2
Ryu, Hyun Jin,547943,TOR,CUKC,Curveball,0.4,1,338,12.6,74,0.239,0.38,0.284,35,32.4,19.5,0.217,0.378,0.27,29.8
Dunning, Dane,641540,TEX,CH,Changeup,1.3,3,249,13,74,0.29,0.493,0.359,32.4,20.3,21.4,0.269,0.426,0.324,33.3
Soria, Joakim,465657,TOR,FF,4-Seamer,1.3,5,359,59.3,74,0.318,0.591,0.418,18.9,13.5,14.1,0.309,0.531,0.393,39.3
Cueto, Johnny,456501,SF,SIFT,Sinker,1.2,3,288,15.3,74,0.403,0.552,0.429,10.6,5.4,13.8,0.367,0.497,0.389,40.3
Floro, Dylan,571670,MIA,CH,Changeup,-0.6,-2,259,24.1,74,0.229,0.286,0.291,18.9,8.1,8.8,0.25,0.387,0.289,30.8
Doval, Camilo,666808,SF,SL,Slider,-2.1,-5,264,58.4,74,0.167,0.278,0.207,40.3,41.9,32,0.186,0.307,0.223,31.7
Pomeranz, Drew,519141,SD,FF,4-Seamer,-1.1,-4,324,75.3,74,0.238,0.413,0.321,29.3,29.7,25.9,0.209,0.4,0.303,46.5
Montgomery, Jordan,656756,NYY,FC,Cutter,1.6,6,355,13.8,74,0.333,0.536,0.382,20.3,14.9,20,0.279,0.456,0.327,35
Cisnero, José,542585,DET,SL,Slider,1.2,4,297,27.8,74,0.262,0.431,0.341,24.8,24.3,21.7,0.237,0.459,0.338,33.3
Peterson, David,656849,NYM,SL,Slider,2,6,274,24.4,74,0.299,0.552,0.393,37.2,37.8,27.2,0.286,0.531,0.379,46.2
Peralta, Wily,503449,DET,FF,4-Seamer,1.2,5,373,24,73,0.311,0.475,0.419,9.5,5.5,4.6,0.311,0.475,0.391,46.6
Velasquez, Vince,592826,SD,CH,Changeup,3.1,8,270,15.4,73,0.306,0.532,0.409,29.5,19.2,14.1,0.251,0.409,0.344,35.4
Banda, Anthony,607455,PIT,FF,4-Seamer,0.3,1,292,47.9,73,0.313,0.578,0.398,22.4,27.4,23.3,0.256,0.436,0.329,47.8
Blackburn, Paul,621112,OAK,SIFT,Sinker,1.2,3,287,42.1,73,0.354,0.615,0.445,6.1,12.3,14.1,0.315,0.481,0.38,57.1
Hendriks, Liam,521230,CWS,SL,Slider,-2.9,-7,235,20.8,73,0.086,0.129,0.118,57.7,63,35.4,0.1,0.147,0.133,29.2
Loup, Aaron,571901,NYM,FC,Cutter,-1.2,-3,274,32.9,73,0.246,0.277,0.289,28,15.1,16.9,0.287,0.358,0.322,46.4
