year,last_name, first_name,player_id,pitch_hand,api_pitch_type,n_pitches,release_speed,spin_rate,movement_inches,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,api_pitch_name,active_spin_formatted,hawkeye_measured_clock_minutes,movement_inferred_clock_minutes,diff_measured_inferred,diff2,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label
,Webb, Logan,657277,R,SI,650,92.8,1906,16,0.8116798580442364,0.7724622258960048,120.02447335108536,87.2844926219814,Sinker,77,120,180,32.73998072910396,32.73998072910396,-60,2,0,3,0,1,0,2:00,3:00,-1H 00M
,Romano, Sal,607219,R,SI,261,93.6,2093,18.3,0.8869398085178748,0.8218185005300033,132.40096683365473,110.85289384823825,Sinker,82,90,135,21.548072985416482,21.548072985416482,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,Gray, Sonny,543243,R,SI,596,92.4,2314,16,0.7554268780279187,0.7011096990957292,159.30799319217306,123.00636158614455,Sinker,70,765,120,36.30163160602851,36.301631606028515,-75,12,45,2,0,1,15,12:45,2:00,-1H 15M
,Darvish, Yu,506433,R,SI,229,94,2400,19.4,0.899628492757388,0.9028939268224087,153.5384735986275,130.85274064862867,Sinker,90,60,105,22.685732949998823,22.685732949998815,-45,1,0,1,45,0,45,1:00,1:45,-0H 45M
,Eflin, Zach,621107,R,SI,635,92.4,2032,18.8,0.9203773316609504,0.8585177707554608,136.44464381473927,110.30706590828112,Sinker,86,90,135,26.137577906458148,26.137577906458148,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,Cimber, Adam,643256,R,SI,301,87,2161,16.9,0.7856281006322187,0.7321382441127723,84.63106887410872,50.90788226122771,Sinker,73,195,255,33.72318661288101,33.72318661288102,-60,3,15,4,15,1,0,3:15,4:15,-1H 00M
,Manoah, Alek,666201,R,SI,488,92.8,2174,17.1,0.8214446274422073,0.7855134346666036,149.18286024725492,120.09586027020967,Sinker,79,60,120,29.086999977045252,29.08699997704524,-60,1,0,2,0,1,0,1:00,2:00,-1H 00M
,Keller, Brad,641745,R,SI,670,93.7,2178,14.2,0.6892369458518379,0.7563849216785885,165.05844462334568,126.90437169999375,Sinker,76,750,105,38.15407292335193,38.154072923351926,-75,12,30,1,45,1,15,12:30,1:45,-1H 15M
,Holmes, Clay,605280,R,SI,646,96.1,2215,16.8,0.8103220704208878,0.7657994814253113,141.62392986629743,106.49471262293909,Sinker,77,75,150,35.12921724335834,35.12921724335837,-75,1,15,2,30,1,15,1:15,2:30,-1H 15M
,Price, David,456034,L,SI,410,92.9,1978,17.9,0.9076807575136616,0.9266042510120087,222.68117953478247,239.48970678916507,Sinker,93,630,600,-16.808527254382597,16.80852725438257,30,10,30,10,0,0,30,10:30,10:00,+0H 30M
,Tate, Dillon,622253,R,SI,594,95.5,1950,18,0.9169164690188327,0.9222212260483706,126.94064945089838,102.07293247170601,Sinker,92,105,150,24.867716979192366,24.86771697919235,-45,1,45,2,30,0,45,1:45,2:30,-0H 45M
,Bundy, Dylan,605164,R,SI,243,90.7,2341,20.3,0.9266373436383908,0.9076015019648611,162.30340359225437,140.58514246038374,Sinker,91,750,75,21.718261131870634,21.718261131870648,-45,12,30,1,15,0,45,12:30,1:15,-0H 45M
,Wood, Alex,622072,L,SI,958,91.8,2094,19.8,0.9564403614920821,0.9910131816058051,237.1706673054921,237.52982699336127,Sinker,99,600,600,-0.3591596878691803,0.3591596878691798,0,10,0,10,0,0,0,10:00,10:00, 0H 00M
,Floro, Dylan,571670,R,SI,347,93.7,2167,19.6,0.9458425382419302,0.9213933709412161,138.52750920443268,116.5757338937448,Sinker,92,90,120,21.95177531068788,21.951775310687882,-30,1,30,2,0,0,30,1:30,2:00,-0H 30M
,Fedde, Erick,607200,R,SI,979,93.9,1883,14.1,0.7212518855479386,0.754607114758295,158.66588126402425,132.14684349507021,Sinker,75,765,90,26.519037768954036,26.51903776895404,-45,12,45,1,30,0,45,12:45,1:30,-0H 45M
,Milner, Hoby,571948,L,SI,211,89.1,1961,16.9,0.8596676436789334,0.9712607065696276,257.15394203924825,250.53408465584005,Sinker,97,570,585,6.619857383408203,6.619857383408198,-15,9,30,9,45,0,15,9:30,9:45,-0H 15M
,Mejía, J.C.,650496,R,SI,388,92.6,2099,15.3,0.7529581034993278,0.7050602591216567,130.20011317403595,94.07622871904128,Sinker,71,105,165,36.123884454994666,36.12388445499466,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,Brubaker, JT,664141,R,SI,478,93.4,2266,19.2,0.9112827413666622,0.8992715588053298,143.08516978848564,121.34444635580493,Sinker,90,75,120,21.74072343268071,21.740723432680703,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M
,Chargois, JT,608638,R,SI,318,96.3,2238,20.4,0.9713937706404804,0.9410550696005093,126.76222662271297,111.56282741745518,Sinker,94,105,135,15.19939920525779,15.199399205257786,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Gibson, Kyle,502043,R,SI,969,92.3,2135,17,0.8184733341555862,0.8326071256673816,145.06555793523503,112.46675251892721,Sinker,83,75,135,32.598805416307826,32.59880541630785,-60,1,15,2,15,1,0,1:15,2:15,-1H 00M
,Trivino, Lou,642152,R,SI,379,95.9,2006,19.5,0.9755128403988971,0.9010139322021228,142.56142373642,116.71068400162662,Sinker,90,75,120,25.850739734793393,25.850739734793386,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M
,Harvey, Matt,518774,R,SI,455,92.9,2136,20.7,0.9855427758914818,0.9787303533869077,136.03506695608473,124.6159722267939,Sinker,98,90,105,11.419094729290833,11.419094729290816,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M
,Smith, Riley,642092,R,SI,612,92.9,2247,17.3,0.8350940088162971,0.873749083041102,147.52210518888654,120.99056117352262,Sinker,87,60,120,26.53154401536392,26.531544015363917,-60,1,0,2,0,1,0,1:00,2:00,-1H 00M
,Manaea, Sean,640455,L,SI,1766,92.2,1996,18.5,0.9047183664531471,0.967336622450249,223.36237266099755,231.27150439728288,Sinker,97,630,615,-7.909131736285332,7.909131736285323,15,10,30,10,15,0,15,10:30,10:15,+0H 15M
,Coonrod, Sam,656322,R,SI,382,97.7,2114,19.5,0.9662848718459961,0.9138038282811826,144.73367345859205,120.23030163544472,Sinker,91,75,120,24.503371823147333,24.503371823147322,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M
,Poppen, Sean,664092,R,SI,214,94.3,2016,16.3,0.8245908993394153,0.9472590148538999,125.09462024375878,113.97228759766577,Sinker,95,105,135,11.122332646093014,11.122332646093014,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,Romo, Sergio,489265,R,SI,325,85.5,2156,19.8,0.9070696119462939,0.8572638861628546,116.82914593248987,97.72805260759566,Sinker,86,120,165,19.101093324894208,19.101093324894222,-45,2,0,2,45,0,45,2:00,2:45,-0H 45M
,Matz, Steven,571927,L,SI,1322,94.5,2185,19.5,0.9399613830814937,0.994271314628518,235.11929372716014,233.8159231931218,Sinker,99,615,615,1.3033705340383506,1.3033705340383506,0,10,15,10,15,0,0,10:15,10:15, 0H 00M
,Davies, Zach,605200,R,SI,1345,88,2018,19.3,0.9408340203670424,0.9863984415624283,132.58217283683774,127.76521372387208,Sinker,99,90,105,4.816959112965662,4.816959112965656,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M
,Bummer, Aaron,607481,L,SI,523,95.4,2005,16.2,0.8183255059482979,0.830785613985431,238.88831394805612,270.6502266928205,Sinker,83,600,540,-31.761912744764402,31.761912744764373,60,10,0,9,0,1,0,10:00,9:00,+1H 00M
,Abreu, Albert,656061,R,SI,212,98,2155,20.4,1.0053303389107449,0.9895748405151923,135.45611699152903,127.96489921696465,Sinker,99,90,105,7.491217774564376,7.491217774564367,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M
,Bass, Anthony,542914,R,SI,394,95.3,1988,19.6,0.9892345087976835,0.9423964479640667,155.54807807703943,134.1816392889843,Sinker,94,765,90,21.36643878805515,21.36643878805515,-45,12,45,1,30,0,45,12:45,1:30,-0H 45M
,Singer, Brady,663903,R,SI,1274,93.7,2271,18.8,0.8956225835948749,0.839258554311863,155.28221712479424,132.2672010871392,Sinker,84,765,90,23.015016037655045,23.01501603765505,-45,12,45,1,30,0,45,12:45,1:30,-0H 45M
,Martin, Brett,656685,L,SI,275,93.1,2165,19.1,0.9168195511171777,0.8654132962524292,212.51895076414417,238.17308256991683,Sinker,87,660,600,-25.654131805772664,25.65413180577267,60,11,0,10,0,1,0,11:00,10:00,+1H 00M
,Garcia, Bryan,650530,R,SI,396,94,2116,18.5,0.8984277032877136,0.9643715078708219,139.65779486829538,139.2028635098145,Sinker,96,75,75,0.4549313584808772,0.45493135848085714,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Wilson, Bryse,669060,R,SI,222,92.7,2004,17.9,0.902990298569892,0.8796743755357089,141.84102311894836,118.73175890468005,Sinker,88,75,120,23.109264214268308,23.109264214268293,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M
,Kluber, Corey,446372,R,SI,315,90.7,2106,17.9,0.8436428715539546,0.799474260151826,144.06260507376044,114.84673115689066,Sinker,80,75,135,29.215873916869782,29.215873916869782,-60,1,15,2,15,1,0,1:15,2:15,-1H 00M
,Dunning, Dane,641540,R,SI,972,90.4,2035,16.2,0.7926461653240761,0.7831610603156056,139.40881374150592,109.48042039455189,Sinker,78,75,135,29.92839334695404,29.928393346954028,-60,1,15,2,15,1,0,1:15,2:15,-1H 00M
,Yardley, Eric,642233,R,SI,225,87,2057,19.7,0.9430661000842695,0.9918575793323788,63.79831637800089,62.731315421300906,Sinker,99,225,240,1.0670009566999852,1.0670009566999858,-15,3,45,4,0,0,15,3:45,4:00,-0H 15M
,Soto, Gregory,642397,L,SI,613,98.2,2400,19.7,0.9270532825151251,0.9073977974697681,215.2551325923294,237.83038473484814,Sinker,91,645,600,-22.575252142518735,22.57525214251875,45,10,45,10,0,0,45,10:45,10:00,+0H 45M
,Arrieta, Jake,453562,R,SI,918,91.3,2081,18.3,0.8943383685021317,0.8508585259157951,141.1587052186893,115.24584412401451,Sinker,85,75,135,25.912861094674795,25.912861094674813,-60,1,15,2,15,1,0,1:15,2:15,-1H 00M
,Mantiply, Joe,573009,L,SI,266,91.1,2204,19.8,0.9508551399553806,0.9060574063988398,239.00798755737017,259.33798836077926,Sinker,91,600,555,-20.330000803409092,20.33000080340909,45,10,0,9,15,0,45,10:00,9:15,+0H 45M
,Cueto, Johnny,456501,R,SI,277,91.6,2165,19.5,0.9244751212259051,0.933277843041398,137.30054039068213,116.12262717182236,Sinker,93,90,135,21.17791321885977,21.177913218859764,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M
,Lyles, Jordan,543475,R,SI,264,91.6,2196,18.1,0.8609276090692232,0.8445447282739417,153.60035595639778,128.86576994929752,Sinker,84,60,105,24.734586007100262,24.734586007100273,-45,1,0,1,45,0,45,1:00,1:45,-0H 45M
,Thielbar, Caleb,573204,L,SL,370,80.2,2383,15.3,0.6661614879264163,0.380983567870604,72.76418103929885,89.01685128646123,Slider,38,210,180,-16.252670247162385,16.252670247162385,30,3,30,3,0,0,30,3:30,3:00,+0H 30M
,Coulombe, Danny,543056,L,SL,220,84.5,2386,6,0.26924409179599434,0.26007944475406564,179.80478851791312,134.2081077506107,Slider,26,720,90,45.596680767302416,45.59668076730243,-90,12,0,1,30,1,30,12:00,1:30,-1H 30M
,Peterson, David,656849,L,SL,274,82.1,2232,7,0.3091064792744257,0.2511612476863936,45.646319993290746,77.69099405296208,Slider,25,270,210,-32.04467405967134,32.04467405967134,60,4,30,3,30,1,0,4:30,3:30,+1H 00M
,Santana, Dennis,642701,R,SL,281,83.7,2658,6.5,0.2748464495191041,0.26808500142429664,289.81397128826086,312.89490588562387,Slider,27,495,450,-23.08093459736301,23.080934597363044,45,8,15,7,30,0,45,8:15,7:30,+0H 45M
,Castillo, Diego,650895,R,SL,614,87.3,2264,4.9,0.2219955057204684,0.15426677290638338,180.4188225666549,206.09570532130223,Slider,15,720,675,-25.676882754647323,25.676882754647327,45,12,0,11,15,0,45,12:00,11:15,+0H 45M
,Lamet, Dinelson,659275,R,SL,420,86.5,2457,5.1,0.22948931983288706,0.19273763675086597,230.96436995477873,192.02178620858925,Slider,19,615,690,38.942583746189484,38.942583746189484,-75,10,15,11,30,1,15,10:15,11:30,-1H 15M
,Rasmussen, Drew,656876,R,SL,358,86.4,2654,7,0.29786894920268814,0.2711038870056148,296.7388345828146,319.97987322778306,Slider,27,480,435,-23.241038644968455,23.241038644968462,45,8,0,7,15,0,45,8:00,7:15,+0H 45M
,Clase, Emmanuel,661403,R,SL,310,91.9,2550,7.5,0.33472062137338937,0.3317097890059201,279.6525672846964,273.55902008132375,Slider,33,525,540,6.093547203372623,6.093547203372637,-15,8,45,9,0,0,15,8:45,9:00,-0H 15M
,Montas, Frankie,593423,R,SL,586,88.9,2467,7.6,0.33489327541455277,0.34306925451654,221.43678029390435,234.71005099782388,Slider,34,630,615,-13.273270703919536,13.273270703919511,15,10,30,10,15,0,15,10:30,10:15,+0H 15M
,Peralta, Freddy,642547,R,SL,591,80.5,2264,15.3,0.6811391451284593,0.5096808445443447,290.9230920987989,264.5329579139345,Slider,51,495,555,26.390134184864394,26.39013418486443,-60,8,15,9,15,1,0,8:15,9:15,-1H 00M
,Familia, Jeurys,544727,R,SL,236,89.2,2277,3.6,0.16403303390337404,0.25330618872417465,137.0778331345852,167.88856323938194,Slider,25,90,750,-30.810730104796733,30.810730104796736,60,1,30,12,30,1,0,1:30,12:30,+1H 00M
,Kim, Kwang Hyun,547942,L,SL,662,83.5,2114,6.6,0.3091038846792694,0.38143846430415435,148.7353613152597,114.93736159606246,Slider,38,60,135,33.797999719197236,33.797999719197236,-75,1,0,2,15,1,15,1:00,2:15,-1H 15M
,Stroman, Marcus,573186,R,SL,603,85,2683,12.3,0.5164482018197856,0.5290898860261961,302.5841842144956,270.34135686407524,Slider,53,480,540,32.242827350420384,32.24282735042037,-60,8,0,9,0,1,0,8:00,9:00,-1H 00M
,Shoemaker, Matt,533167,R,SL,257,82.2,2076,5,0.2305362756487778,0.17788912553314232,272.3843004349412,261.1679218754375,Slider,18,540,555,11.21637855950371,11.216378559503683,-15,9,0,9,15,0,15,9:00,9:15,-0H 15M
,Fulmer, Michael,605242,R,SL,472,91.2,2407,8,0.3645357046652773,0.4774673182021563,201.90180970479864,232.14710027382492,Slider,48,675,615,-30.24529056902628,30.245290569026253,60,11,15,10,15,1,0,11:15,10:15,+1H 00M
,Kopech, Michael,656629,R,SL,331,84.1,2468,10.3,0.449066769621039,0.42295919162022266,295.8845043232501,283.1189971337543,Slider,42,495,510,12.765507189495793,12.76550718949581,-15,8,15,8,30,0,15,8:15,8:30,-0H 15M
,Pineda, Michael,501381,R,SL,483,81.2,1963,2.7,0.12681146803439225,0.11933491547790334,8.690294700463568,342.6812701901972,Slider,12,345,390,26.009024510266386,26.009024510266368,-45,5,45,6,30,0,45,5:45,6:30,-0H 45M
,Eovaldi, Nathan,543135,R,SL,400,85.8,2157,6.8,0.3145429229469752,0.4302838628528979,244.50500373160435,265.81646178549636,Slider,43,585,555,-21.31145805389201,21.311458053892043,30,9,45,9,15,0,30,9:45,9:15,+0H 30M
,Corbin, Patrick,571578,L,SL,1041,80.7,2217,4.4,0.19887502803835083,0.21910578864744776,74.66935017984065,71.95410168369308,Slider,22,210,210,2.7152484961475665,2.71524849614757,0,3,30,3,30,0,0,3:30,3:30, 0H 00M
,Fairbanks, Pete,664126,R,SL,318,85.6,2386,7.7,0.3389864027261684,0.4354068518344601,312.91930887607464,339.3972254999393,Slider,44,450,405,-26.477916623864644,26.47791662386466,45,7,30,6,45,0,45,7:30,6:45,+0H 45M
,Stripling, Ross,548389,R,SL,310,87.1,2342,7.2,0.3211641339886378,0.41010228386213654,197.73567019235668,220.63480750986082,Slider,41,690,645,-22.89913731750414,22.899137317504167,45,11,30,10,45,0,45,11:30,10:45,+0H 45M
,Anderson, Shaun,641312,R,SL,264,86.8,2767,7.5,0.3213312190839716,0.3663345604560429,246.48317027718494,270.1154209808683,Slider,37,585,540,-23.632250703683354,23.632250703683315,45,9,45,9,0,0,45,9:45,9:00,+0H 45M
,Patton, Spencer,607359,R,SL,233,83.8,1985,13.5,0.643795508036906,0.31402170774623944,301.9014980689445,282.95873310358866,Slider,31,480,510,18.94276496535582,18.94276496535578,-30,8,0,8,30,0,30,8:00,8:30,-0H 30M
,Walker, Taijuan,592836,R,SL,536,86.2,2412,7.3,0.3178799278995285,0.3584817924954186,197.23546622256785,229.16632190785745,Slider,36,690,615,-31.9308556852896,31.930855685289615,75,11,30,10,15,1,15,11:30,10:15,+1H 15M
,Widener, Taylor,642203,R,SL,212,83.9,2239,5.8,0.2723546122963923,0.326811148852796,268.33331729579226,294.9416334433982,Slider,33,540,495,-26.608316147605933,26.608316147605912,45,9,0,8,15,0,45,9:00,8:15,+0H 45M
,Santillan, Tony,663574,R,SL,352,85.1,2354,13.7,0.6224143340119179,0.43202396294946654,316.5201589301549,289.7456042265815,Slider,43,450,495,26.774554703573358,26.77455470357336,-45,7,30,8,15,0,45,7:30,8:15,-0H 45M
,Stephan, Trevor,663986,R,SL,386,83.8,2552,11.3,0.48662794321465075,0.43652540386380073,277.3413677556441,270.004975265133,Slider,44,525,540,7.336392490511116,7.336392490511131,-15,8,45,9,0,0,15,8:45,9:00,-0H 15M
,Buehler, Walker,621111,R,SL,423,84.8,2794,15.2,0.6464500270859505,0.5167561680787469,287.96913969671965,273.28347649588625,Slider,52,510,540,14.685663200833403,14.685663200833433,-30,8,30,9,0,0,30,8:30,9:00,-0H 30M
,Chapman, Aroldis,547973,L,SL,266,85.1,2274,13.8,0.6201531576382746,0.4567203081451536,66.14843459525393,93.8053530936267,Slider,46,225,165,-27.656918498372775,27.65691849837278,60,3,45,2,45,1,0,3:45,2:45,+1H 00M
,Kershaw, Clayton,477132,L,SL,848,87.1,2658,9,0.38851550884966807,0.4599764910746462,152.17262380907178,142.76103428545986,Slider,46,60,75,9.411589523611923,9.411589523611914,-15,1,0,1,15,0,15,1:00,1:15,-0H 15M
,Javier, Cristian,664299,R,SL,479,81,2541,12.3,0.5175773692023048,0.39724754434242354,277.8832762803176,253.60391902372203,Slider,40,525,570,24.279357256595574,24.27935725659559,-45,8,45,9,30,0,45,8:45,9:30,-0H 45M
,Crochet, Garrett,676979,L,SL,244,85.3,2255,13.3,0.611094200264775,0.33427340028406927,75.82324843171502,89.60903885241397,Slider,33,210,180,-13.785790420698959,13.785790420698955,30,3,30,3,0,0,30,3:30,3:00,+0H 30M
,Canning, Griffin,656288,R,SL,282,88.2,2640,3.3,0.14176454367665126,0.140119252298113,4.370749553346087,49.1737773028149,Slider,14,345,255,-44.80302774946881,44.803027749468804,90,5,45,4,15,1,30,5:45,4:15,+1H 30M
,Feyereisen, J.P.,656420,R,SL,266,86.3,2767,6.3,0.26217302627634514,0.28112186851342735,239.0404838790285,269.1390078768649,Slider,28,600,540,-30.098523997836423,30.098523997836384,60,10,0,9,0,1,0,10:00,9:00,+1H 00M
,Taillon, Jameson,592791,R,SL,473,86.9,2519,8.2,0.35617333884411206,0.40772456998961504,202.94613267921224,230.46090817050046,Slider,41,675,615,-27.51477549128822,27.514775491288187,60,11,15,10,15,1,0,11:15,10:15,+1H 00M
,García, Jarlín,606424,L,SL,250,82.5,2310,6.7,0.2960372766848782,0.37051291366669264,107.47086338938254,79.29110992870304,Slider,37,150,195,28.179753460679507,28.179753460679507,-45,2,30,3,15,0,45,2:30,3:15,-0H 45M
,Springs, Jeffrey,605488,L,SL,224,82.9,2308,6.5,0.2832485783109105,0.3119809018271789,76.64365685445493,41.101047979080334,Slider,31,210,285,35.5426088753746,35.54260887537458,-75,3,30,4,45,1,15,3:30,4:45,-1H 15M
,Chacín, Jhoulys,468504,R,SL,207,88.2,2479,6.8,0.3320195390778076,0.4176085150745179,196.93578891195037,220.7487643611592,Slider,42,690,645,-23.812975449208835,23.812975449208853,45,11,30,10,45,0,45,11:30,10:45,+0H 45M
,Holloway, Jordan,656548,R,SL,268,85.4,2228,6,0.2766106892108945,0.31056065264011656,263.6322752718646,297.62975199514057,Slider,31,555,480,-33.99747672327595,33.99747672327596,75,9,15,8,0,1,15,9:15,8:00,+1H 15M
,Funkhouser, Kyle,608335,R,SL,358,86.7,2432,4.7,0.2109783220745554,0.26845014495342223,235.51678500427002,261.67039893573565,Slider,27,615,555,-26.153613931465628,26.153613931465603,60,10,15,9,15,1,0,10:15,9:15,+1H 00M
,Gilbreath, Lucas,656458,L,SL,256,81.7,2444,9.1,0.43610526060913596,0.38961002844946796,43.87052833754129,62.88517968268435,Slider,39,270,240,-19.014651345143065,19.01465134514306,30,4,30,4,0,0,30,4:30,4:00,+0H 30M
,Iglesias, Raisel,628452,R,SL,319,85.1,2584,10,0.4296545940125682,0.3073266546612937,279.08481842153003,254.08338881683446,Slider,31,525,570,25.001429604695574,25.001429604695552,-45,8,45,9,30,0,45,8:45,9:30,-0H 45M
,López, Reynaldo,625643,R,SL,317,86.7,2216,7.2,0.3344189677706061,0.43073280653509827,213.23827685598857,245.4046818397576,Slider,43,660,585,-32.16640498376901,32.166404983769006,75,11,0,9,45,1,15,11:00,9:45,+1H 15M
,Alcantara, Sandy,645261,R,SL,743,90.4,2359,3.8,0.17482518066282168,0.1837856531928861,176.86706202953377,160.08202768728253,Slider,18,720,765,16.785034342251237,16.785034342251226,-45,12,0,12,45,0,45,12:00,12:45,-0H 45M
,Williams, Trevor,592866,R,SL,315,83,2238,7.1,0.32492787951201957,0.4104278765741231,237.38948934108748,274.7514367107195,Slider,41,600,525,-37.36194736963199,37.361947369631956,75,10,0,8,45,1,15,10:00,8:45,+1H 15M
,Velasquez, Vince,592826,R,SL,241,85,2442,8,0.3532321378896556,0.34441311576509515,241.17222248159072,257.1897702527985,Slider,34,600,570,-16.017547771207774,16.017547771207788,30,10,0,9,30,0,30,10:00,9:30,+0H 30M
,Kittredge, Andrew,552640,R,SL,434,88.9,2719,8.5,0.35946607508918654,0.30982887688806465,242.58003584082448,273.50159487651183,Slider,31,600,540,-30.921559035687352,30.92155903568734,60,10,0,9,0,1,0,10:00,9:00,+1H 00M
,Woodruff, Brandon,605540,R,SL,239,86.4,2548,6.4,0.2778271832284538,0.27897506298557306,279.07162327365097,313.1184610647482,Slider,28,525,450,-34.04683779109723,34.04683779109724,75,8,45,7,30,1,15,8:45,7:30,+1H 15M
,Zimmermann, Bruce,669145,L,SL,203,86.1,2470,2.6,0.11197036848375598,0.19785352502337009,233.86612719094146,227.84357967382593,Slider,20,615,630,6.022547517115527,6.022547517115525,-15,10,15,10,30,0,15,10:15,10:30,-0H 15M
,Martínez, Carlos,593372,R,SL,289,82.5,2057,12.5,0.5876256705609545,0.3939660013584764,290.25429813782864,269.4063820399307,Slider,39,495,540,20.84791609789795,20.84791609789796,-45,8,15,9,0,0,45,8:15,9:00,-0H 45M
,Richards, Garrett,572070,R,SL,604,88.1,2744,5.2,0.21884225364064858,0.2837642993004007,301.3054321885388,317.4223870218709,Slider,28,480,450,-16.1169548333321,16.116954833332127,30,8,0,7,30,0,30,8:00,7:30,+0H 30M
,Márquez, Germán,608566,R,SL,743,86.2,2421,3,0.14626717472895495,0.14385128999348906,224.62892135698365,258.7895111893775,Slider,14,630,555,-34.16058983239384,34.1605898323938,75,10,30,9,15,1,15,10:30,9:15,+1H 15M
,Kaprielian, James,621076,R,SL,353,85.3,2271,4.2,0.1889073571562611,0.25852293548668825,181.71833042999572,193.71635275081118,Slider,26,720,690,-11.998022320815465,11.99802232081546,30,12,0,11,30,0,30,12:00,11:30,+0H 30M
,Sheffield, Justus,656954,L,SL,467,81.7,2570,9.4,0.3898211822063192,0.4469250372749205,64.44407409871003,59.32477740920457,Slider,45,225,240,5.119296689505461,5.119296689505451,-15,3,45,4,0,0,15,3:45,4:00,-0H 15M
,Foltynewicz, Mike,592314,R,SL,528,83.2,2425,6.5,0.28610880131967603,0.2491775688982499,245.26756889832325,260.43281629909677,Slider,25,585,555,-15.165247400773524,15.165247400773536,30,9,45,9,15,0,30,9:45,9:15,+0H 30M
,Sandoval, Patrick,663776,L,SL,248,85.4,2618,8.2,0.35160292223992784,0.33203289159413635,82.34570653525547,83.67073449035755,Slider,33,195,195,-1.3250279551020725,1.3250279551020727,0,3,15,3,15,0,0,3:15,3:15, 0H 00M
,McClanahan, Shane,663556,L,SL,664,89.1,2398,5,0.22613904608029836,0.22752296829783275,133.89836983571354,98.35752683566125,Slider,23,90,165,35.54084300005229,35.54084300005228,-75,1,30,2,45,1,15,1:30,2:45,-1H 15M
,McKenzie, Triston,663474,R,SL,378,86.4,2162,6.8,0.3195750714761864,0.4228051764338643,197.84687753946687,235.917011369571,Slider,42,690,615,-38.07013383010411,38.07013383010414,75,11,30,10,15,1,15,11:30,10:15,+1H 15M
,González, Victor,624647,L,SL,245,85.2,2500,3.3,0.141830713670764,0.15852134793674572,77.89234454449532,70.8619581487851,Slider,16,210,225,7.0303863957102095,7.030386395710204,-15,3,30,3,45,0,15,3:30,3:45,-0H 15M
,Senzatela, Antonio,622608,R,SL,757,86.1,2085,5.7,0.29527430043403685,0.4081624346530033,213.85535121789604,256.6091546471313,Slider,41,645,570,-42.753803429235234,42.753803429235205,75,10,45,9,30,1,15,10:45,9:30,+1H 15M
,Hernández, Carlos,672578,R,SL,226,85.4,2046,4.8,0.23284049014288258,0.2633972680056349,253.2188464191375,275.8255318049208,Slider,26,570,525,-22.606685385783294,22.606685385783283,45,9,30,8,45,0,45,9:30,8:45,+0H 45M
,González, Chi Chi,592346,R,SL,380,85.7,2517,4.5,0.21150354497182353,0.28421384959047996,224.5070770827217,246.0873915527922,Slider,28,630,585,-21.580314470070505,21.580314470070515,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,Rodriguez, Eduardo,593958,L,SL,215,82.1,2145,6.9,0.31305408135125545,0.33921070592763103,60.76878261186819,29.070970981426456,Slider,34,240,300,31.697811630441734,31.69781163044174,-60,4,0,5,0,1,0,4:00,5:00,-1H 00M
,Hernandez, Elieser,622694,R,SL,282,79.3,2169,14.8,0.660295088020803,0.473501555592935,253.84314621698485,232.7116288878083,Slider,47,570,615,21.131517329176546,21.1315173291766,-45,9,30,10,15,0,45,9:30,10:15,-0H 45M
,Gallegos, Giovanny,606149,R,SL,526,85.6,2480,2.7,0.12172300175090668,0.13081172139122207,329.71220639836383,346.9297548466271,Slider,13,420,390,-17.217548448263244,17.217548448263226,30,7,0,6,30,0,30,7:00,6:30,+0H 30M
,DeSclafani, Anthony,543101,R,SL,871,88,2197,6.2,0.2931029321846496,0.35437297037128795,194.0312378790421,234.5992116253724,Slider,35,690,615,-40.567973746330296,40.567973746330274,75,11,30,10,15,1,15,11:30,10:15,+1H 15M
,Strickland, Hunter,519326,R,SL,397,83.8,2769,11,0.46117106188877527,0.47102857416386273,285.72138338941045,281.9619172993199,Slider,47,510,510,3.759466090090541,3.759466090090556,0,8,30,8,30,0,0,8:30,8:30, 0H 00M
,Gutierrez, Vladimir,661269,R,SL,409,83.3,2447,10.4,0.45969543510305866,0.31133068670544256,290.5805967410589,262.5233322221794,Slider,31,495,555,28.057264518879492,28.057264518879517,-60,8,15,9,15,1,0,8:15,9:15,-1H 00M
,McCullers Jr., Lance,621121,R,SL,712,86,2797,15,0.6227763171763695,0.4317934304758194,287.00269662810865,257.37865544980457,Slider,43,510,570,29.624041178304083,29.624041178304154,-60,8,30,9,30,1,0,8:30,9:30,-1H 00M
